kaart;type;straat;huisnummer;huisnummerletter;huisnummertoevoeging;postcode;plaats;stadsdeel;www;email;telefoonnummer;fax;openingstijden;bijzonderheden;;
Huisartsenpraktijk Nijpels en Van Drooge;adres;Mr. P.N. Arntzeniusweg;88;;;1098GS;Amsterdam;Oost;http://www.nijpels-vandrooge.nl;huisarts@nijpels-vandrooge.nl;020 665 8895;020 463 3311;inloopspreekuur voor kleine klachten:             - ma t/m vr 08.30-09.30 uur.       verder spreekuur op afspraak.;huisarts:             dhr. f. nijpels             mevr. l. van drooge;;
Huisarts Amsterdam Oost;adres;Vrolikstraat;191;E;;1091TW;Amsterdam;Oost;http://www.huisartsamsterdamoost.nl;;020 665 3273;;;huisarts:<br /> dhr. h.w.a.j. garretsen    doet naast het gebruikelijke huisartsenwerk ook aan begeleiding van hiv patienten in de eerstelijn.;;
Huisartsenpraktijk Gortzak;adres;James Wattstraat;68;;;1097DM;Amsterdam;Oost;http://www.huisartsenpraktijkgortzak.nl;huisartsenpraktijkgortzak@outlook.com;020 465 0924;020 468 0613;;"huisartsen:<br /> mevr. c. gortzak<br /> mevr. m. diemel<br /> mevr. k. van amerongen<br /> mevr. l. sch&ouml;ffer";;
Huisartsenpraktijk Dapperbuurt;adres;Wagenaarstraat;437;;;1093CN;Amsterdam;Oost;http://huisartsendapperbuurt.praktijkinfo.nl;;020 665 1411;020 668 4172;spreekuur op afspraak.;huisarts:<br /> mevr. s. van haeringen<br /> mevr. s. de kort mevr. w. ramcharan;;
Huisartsenpraktijk Amsteldorp;adres;Fahrenheitsingel;32;;;1097NS;Amsterdam;Oost;https://huisartsenpraktijkamsteldorp.huisarts.info;;020 665 7563;;;huisarts:<br /> mevr. a.g. vonken<br /> dhr. j. kersten;;
Linnaeus Medisch Centrum;adres;Linnaeusstraat;27;;sous;1093EE;Amsterdam;Oost;http://www.linmc.nl;huisarts@linmc.nl;020 665 0355;020 694 6578;spreekuur op afspraak.;huisartsen:             dhr. v. kesber             mevr. m.l. leebeek;;
Huisartsenpraktijk Wiegman en Goede;adres;Tweede Oosterparkstraat;274;N;;1092BV;Amsterdam;Oost;http://www.huisartsenwiegmangoede.nl;;020 665 5785;;;huisarts:             mevr. s.l. wiegman             mevr. c.c.h. goede;;
Huisartsenpraktijk Kwekkeboom;adres;Tweede Oosterparkstraat;274;P;;1092BV;Amsterdam;Oost;http://kwekkeboom.praktijkinfo.nl;;020 665 0221;020 468 9855;;huisarts:<br /> dhr. j. kwekkeboom<br /> mevr. d. vlugter;;
Huisartsenpraktijk Van Moppes en Van Londen;adres;"&#39;s-Gravesandeplein";19;;;1091BB;Amsterdam;Oost;http://www.vanmoppesvanlonden.praktijkinfo.nl;;020 462 6670;020 468 8718;;huisarsten:<br /> mevr. n.m. van moppes<br /> mevr. i. van londen<br /> dhr. n. boz;;
Huisartsenpraktijk Holtrop en Sieben;adres;"&#39;s-Gravesandeplein";19;;;1091BB;Amsterdam;Oost;http://www.holtropsieben.praktijkinfo.nl;;020 462 6672;020 468 8718;;huisartsen:<br /> mevr. m. holtrop<br /> dhr. j.m.l.p. sieben;;
Huisartsenpraktijk Swart;adres;Pascalstraat;10;;hs;1098PB;Amsterdam;Oost;http://www.huisartsenpraktijkswart.nl;huisartsenpraktijkSwart@gmail.com;020 463 1040;020 463 7658;;huisartsen:<br /> mevr. m. swart<br /> mevr. h. van oosten;;
Huisartsen Vrolikstraat;adres;Vrolikstraat;191;E;;1091TW;Amsterdam;Oost;http://www.huisartsenvrolikstraat.nl;info@huisartsenvrolikstraat.nl;020 693 8577;020 665 6489;;huisartsen:<br /> mevr. v.s.g. huiskes<br /> dhr. c. wicke    u kunt hier specifiek terecht met vragen omtrent homo-, bi- en transseksualtiteit.;;
Attie's praktijk, integratieve kindertherapie;adres;Pracanalaan;70;;;1060RC;Amsterdam;Nieuw West;http://www.attiespraktijk.nl;attie@attiespraktijk.nl;06 5343 8673;;;;;
Huisartsenpraktijk Mostart;adres;Tweede Oosterparkstraat;274;E;;1092BV;Amsterdam;Oost;http://www.mostart.praktijkinfo.nl;;020 692 3553;020 463 2413;;huisartsen:<br /> dhr. c.m.j.a. mostart<br /> mw. d. vlugter;;
Huisartsenpraktijk Oud;adres;Oosterpark;62;;;1092AR;Amsterdam;Oost;;;020 665 0640;;;huisarts:             dhr. j. oud;;
Huisartsenpraktijk Samadi;adres;Pretoriusstraat;46;;hs;1092GH;Amsterdam;Oost;http://huisartsenpraktijk.webklik.nl;receptie@praktijksamadi.nl;020 435 2100;020 435 2101;;huisartsen:             dhr. k. samadi             mevr. m. arts;;
Huisartsenpraktijk Bontenbal en Nof;adres;Pieter Calandlaan;86;;;1068NP;Amsterdam;Nieuw West;http://www.bontenbal-nof.praktijkinfo.nl;;020 619 2111;020 667 3106;;huisartsen:<br /> dhr. g.c. bontenbal<br /> dhr. r.y. nof;;
Huisartsenpraktijk Ookmeer;adres;Notweg;30;A;;1068LL;Amsterdam;Nieuw West;https://huisartsenookmeer.praktijkinfo.nl/;;020 619 1811;020 410 0450;;huisartsen<br /> mevr. c. scheeres<br /> mevr. m. baraya;;
Huisartsenpraktijk De Waterhoek;adres;Pieter Calandlaan;260;;;1060TS;Amsterdam;Nieuw West;http://huisartsenpraktijkhirschfeld.praktijkinfo.nl;;020 619 1146;020 667 0304;;huisartsen:<br /> mevr. c. lindijer<br /> mevr. h. bruynzeel<br /> dhr. h. hirschfeld;;
Huisartsenpraktijk Van Keimpema en Mok;adres;Osdorper Ban;92;;;1068MK;Amsterdam;Nieuw West;;;020 619 1819;;;huisartsen:             dhr. j.c. van keimpema             mevr. e. mok;;
Huisartsenpraktijk Thiel en Van Maanen-Thiel;adres;Ekingenstraat;23;;;1069DA;Amsterdam;Nieuw West;http://www.thiel-vanmaanen.praktijkinfo.nl;;020 619 1815;020 619 8937;;huisartsen:             dhr. j.h. thiel             mevr. b.c. van maanen-thiel;;
Huisartsenpraktijk Oei;adres;Pieter Calandlaan;112;;;1068NP;Amsterdam;Nieuw West;https://www.huisartsoei.nl;;020 619 4100;;;huisartsen:<br /> mevr. s.m. oei;;
Huisartsenpraktijk Umans-Mohan;adres;S. F. van Ossstraat;52;;;1068JL;Amsterdam;Nieuw West;http://www.docvadis.nl/huisartspraktijk-umans-mohan/index.html;;020 619 2525;;;huisarts:             mevr. v.i. umans-mohan             dhr. f. den biggelaar;;
AVG-poli;postadres;Postbus;59512;;;1040LA;Amsterdam;;http://www.amsta.nl;avg@amsta.nl;020 589 0128;;;de avg-poli biedt diagnostiek, behandeling en begeleiding van mensen met een verstandelijke beperking in amsterdam en omstreken.         avg staat voor arts voor verstandelijk geha;;
AVG-poli;adres;Polderweg;2;;-4;1093KM;Amsterdam;Oost;http://www.amsta.nl;avg@amsta.nl;020 589 0128;;;de avg-poli biedt diagnostiek, behandeling en begeleiding van mensen met een verstandelijke beperking in amsterdam en omstreken.         avg staat voor arts voor verstandelijk geha;;
Huisartsenpraktijk De Lairesse;adres;De Lairessestraat;42;;;1071PB;Amsterdam;Zuid;http://www.huisartsenpraktijkdelairesse.nl;huisartsenpraktijkdelairesse@ezorg.nl;020 618 2560;020 689 3427;;huisartsen:<br /> dhr. r.m. woertman<br /> dhr. j. bartelsman<br /> mevr. d. acherman<br /> mevr. a. van lelyveld;;
Huisartsenpraktijk Kwakersplein;adres;Kwakersplein;10;;;1053TZ;Amsterdam;West;http://www.docvadis.nl/huisartsenpraktijkkwakersplein/index.html;;020 618 7071;020 689 1659;;huisartsen:             dhr. j.j. van bilderbeek             dhr. c.h. marees;;
Huisartsenpraktijk Bossen;adres;Tweede Helmersstraat;82;;;1054CM;Amsterdam;West;http://www.huisartsenpraktijkbossen.nl;;020 618 0952;020 689 5979;;huisarts:<br /> dhr. p.c. bossen.;;
Huisartsenpraktijk Sterringa;adres;Nassaukade;310;;;1053LR;Amsterdam;West;http://www.huisartspraktijksterringa.nl;info@huisartspraktijksterringa.nl;020 618 4542;020 618 0821;;;;
Huisartsenpraktijk Van Lennepkade;adres;Jacob van Lennepkade;7;;;1054ZD;Amsterdam;West;http://huisartsenvaneijkerenvanheusden.praktijkinfo.nl;;020 618 2508;020 412 0355;;huisartsen:<br /> mevr. h. van eijkeren<br /> mevr. k. van heusden<br /> mevr. f. strijers;;
Huisartsenpraktijk Lion, Hauser en Aalders;adres;Overtoom;174;;;1054HR;Amsterdam;West;http://lionhauseraalders.praktijkinfo.nl;;020 618 2056;;;huisartsen:<br /> mevr. j. hauser<br /> mevr. s.g.c. lion<br /> dhr. w.j.m. aalders;;
Huisartsenpraktijk Zwaan;adres;Nassaukade;136;;;1052EE;Amsterdam;West;https://praktijknassauzwaan.praktijkinfo.nl/;;020 618 0915;;;huisartsen:<br /> mevr. m.a. zwaan<br /> s. gilani;;
Huisartsenpraktijk Bellamyplein;adres;Bellamyplein;2;;;1053AS;Amsterdam;West;http://bellamyplein.praktijkinfo.nl/;;020 618 2131;020 489 1540;de praktijk is iedere werkdag geopend van 08.00-12.00 uur en van 13.30-17.00 uur.;huisartsen:<br /> - mevr. i. zijlstra<br /> - dhr. g. raven;;
Huisartsenpraktijk Van Lennep en Meiland;adres;Overtoom;174;;;1054HR;Amsterdam;West;http://www.vanlennepmeiland.praktijkinfo.nl;;020 618 1204;020 689 3396;;huisartsen:<br /> dhr. j. van lennep<br /> mevr. a. meiland<br /> mevr. k. van amerongen;;
Huisartsenpraktijk Van Wijngaarden;adres;Lootsstraat;35;;;1053NV;Amsterdam;West;http://www.vanwijn.nl;info@vanwijn.nl;020 618 7687;;;huisarts:             mevr. d. van wijngaarden             dhr. m. smits;;
Huisartsenpraktijk Rustenburgerstraat;adres;Rustenburgerstraat;144;D;;1073GJ;Amsterdam;Zuid;http://www.huisartsenrustenburg.nl;huisartsenrustenburg@xs4all.nl;020 679 0109;020 675 6955;;huisartsen:<br /> mevr. m. nods<br /> mevr. s. van laatum<br /> mevr. h. blanksma<br /> dhr. j. leferink    u kunt hier specifiek terecht met vragen omtrent homo-, bi- en transseksualtiteit.</;;
Huisartsenpraktijk De Boer;adres;Balthasar Floriszstraat;23;;;1071VA;Amsterdam;Zuid;http://artsdeboer.nl/praktijk;;020 470 6067;;;huisarts: dhr. d.j. de boer    tevens medisch adviseur koninklijk concertgebouw orkest.;;
Huisartsenpraktijk Westlandgracht;adres;Westlandgracht;91;;;1058TR;Amsterdam;Zuid;http://huisartsenwestlandgracht.nl;info@huisartsenwestlandgracht.nl;020 615 8287;020 617 3263;;huisartsen:<br /> mevr. m.b. hemker<br /> mevr. l. van de hoek<br /> dhr. j. bader;;
Huisartsenpraktijk Kuiper;adres;Kuipersstraat;151;A;;1073ER;Amsterdam;Zuid;http://www.huisartsenkuiper.nl;;020 679 5762;;;huisartsenpraktijk kuiper is een samenwerkingsverband tussen drie huisartspraktijken:    mevr. o.h.e. ubbens<br /> mevr. i. statius-muller    dhr. a.j. huygen<br /> mevr. b. drijber;;
Huisartsenpraktijk Günther;adres;Parnassusweg;207;;hs;1077DG;Amsterdam;Zuid;;;020 679 8306;;;huisarts:             dhr. m. günther;;
Huisartspraktijk Husmann;adres;Gerard Terborgstraat;46;;;1071TP;Amsterdam;Zuid;http://huisartshusmann.praktijkinfo.nl;;020 662 2522;020 671 4889;;huisartsen:<br /> mevr. m. husmann<br /> mevr. l. feiter;;
Huisartsenpraktijk C.M. van Hasselt;adres;Courbetstraat;34;;;1077ZV;Amsterdam;Zuid;http://www.huisartsinzuid.nl;huisartsenpraktijkvanhasselt@gmail.com;020 664 0393;020 664 5398;;huisarts: mevr. c.m. van hasselt.;;
Huisartsenpraktijk van Baerle;adres;Van Baerlestraat;57;;sous;1071AR;Amsterdam;Zuid;http://www.huisartsenvanbaerle.nl;praktijk@huisartsenvanbaerle.nl;020 662 7125;020 664 1179;;huisarts:<br /> mevr. e.r. de jager-mkheidze;;
Huisartsenpraktijk Dokter Zuid;adres;Stadionweg;37;;I;1077RW;Amsterdam;Zuid;http://kolthofmorelis.praktijkinfo.nl;;020 679 5252;020 672 0169;;"huisartsen:<br /> mevr. m.r. kolthof<br /> dhr. q.j. mor&eacute;lis<br /> dhr. p.w. postema<br /> mevr. h. van thiel";;
Huisartsenpraktijk Schinkelkade;adres;Schinkelkade;18;;;1075VG;Amsterdam;Zuid;http://www.huisartsenpraktijkschinkelkade.nl;info.schinkelkade@xs4all.nl;020 673 0821;020 379 5345;vanaf 1 mei 2016 is de praktijk gesloten voor nieuwe inschrijvingen.;huisartsen:<br /> dhr. f.p.a. laven<br /> mevr. s. visser<br /> mevr. s.a. pulskens;;
Huisartsenpraktijk Leloup;adres;Sarphatipark;28;;;1072PB;Amsterdam;Zuid;http://huisartsleloup.praktijkinfo.nl;;020 662 2206;020 679 5381;;huisarts:<br /> mevr. a.e.j.m. leloup<br /> mevr. m. broeders;;
Huisartsen Sarphatipark;adres;Sarphatipark;28;;;1072PB;Amsterdam;Zuid;http://huisartsindepijp.nl;info@huisartsensarphatipark.nl;020 662 9371;020 679 5381;;huisartsen:<br /> dhr. j. de boer<br /> dhr. h. van den hombergh<br /> mevr. m. broeders;;
Huisartsenpraktijk Lutmastraat;adres;Lutmastraat;45;;;1072JP;Amsterdam;Zuid;http://huisartsenlutmastraat.praktijkinfo.nl;;020 679 0044;020 670 2557;;huisartsen:<br /> mevr. c.a.m. muileboom<br /> mevr. c.j. vreugdenhil<br /> mevr. o.t. klinkenbijl;;
Huisartsenpraktijk G. Mulder;adres;Frans Halsstraat;60;;;1072BT;Amsterdam;Zuid;http://huisartsmulder.praktijkinfo.nl;;020 673 9091;;;huisartsen:<br /> dhr. g. mulder<br /> dhr. r. holtz;;
Huisartsenpraktijk Van Raalte;adres;Gerard Terborgstraat;46;;;1071TP;Amsterdam;Zuid;http://hapvanraalte.nl;info@hapvanraalte.nl;020 671 4484;;;"huisartsen:<br /> dhr. j.j. van raalte<br /> mevr. p. p&acirc;ques<br /> dhr. a. van raalte";;
Huisartsenpraktijk Oranje-Nassaulaan;adres;Oranje Nassaulaan;51;;;1075AK;Amsterdam;Zuid;https://huisartsenpraktijkoranjenassaulaan.praktijkinfo.nl/;;020 679 3554;;;huisartsen:    mevr. m. evenaar    dhr. h.w. van der neut    mevr. d. ajanaku;;
Huisartsenpraktijk Swaan en Vrolijk;adres;Gerard Terborgstraat;46;;;1071TP;Amsterdam;Zuid;https://huisartsenswaanvrolijk.praktijkinfo.nl;;020 673 1337;020 671 4889;;huisartsen:<br /> dhr. a.d. swaan<br /> mevr. e. vrolijk;;
Huisartsenpraktijk Van der Veen;adres;Gerard Terborgstraat;46;;;1071TP;Amsterdam;Zuid;http://www.docvadis.nl/jgvanderveenhuisarts;;020 662 9744;;;"huisartsen:<br /> dhr. j.g. van der veen<br /> mevr. p. p&acirc;ques";;
Huisartsen Valeriusplein;adres;Valeriusplein;40;;hs;1075BJ;Amsterdam;Zuid;http://www.dl166.nl;;020 662 1888;;;huisarts:<br /> dhr. j.a. jongebreur<br /> mevr. e. van der laan<br /> mevr. c. tromp<br /> mevr. veldkamp;;
Huisartsenpraktijk Verhoeff-van Willigenburg;adres;Johannes Vermeerstraat;28;;;1071DR;Amsterdam;Zuid;;;020 662 0987;;;huisarts:             mevr. g. verhoeff-van willigenburg;;
Huisartsenpraktijk Java eiland;adres;Azartplein;45;;-47;1019PA;Amsterdam;Oost;http://javaeiland.praktijkinfo.nl;;020 419 0133;;;huisartsen:             dhr. a. medema             mevr. c.m.e.j. boedojo             mevr. n. janning             mevr. s.d.d. koop;;
Huisartsenpraktijk Delflandplein;adres;Rijswijkstraat;10;;;1062EE;Amsterdam;Nieuw West;http://delflandplein.praktijkinfo.nl;info-praktijk@praktijkdelflandplein.nl;020 615 0737;020 615 6648;;huisartsen:             mevr. m. bartelsman             mevr. t.m. kruse-obbens;;
Huisartsenpraktijk Erven;adres;Pieter Calandlaan;101;;;1065KK;Amsterdam;Nieuw West;http://www.huisartserven.praktijkinfo.nl;;020 615 4545;020 669 1479;;huisartsen:             dhr. f.a.h. erven             mevr. i.d.g. tapsi;;
Huisartsenpraktijk De Goede;adres;Pieter Calandlaan;101;;;1065KK;Amsterdam;Nieuw West;https://huisartsbajramova.praktijkinfo.nl/;;020 615 2999;020 615 9970;;huisarts:<br /> dhr. j. de goede<br /> mevr. e. bajramova;;
Huisartsenpraktijk Olie;adres;Pieter Calandlaan;101;;;1065KK;Amsterdam;Nieuw West;https://huisartsolie.praktijkinfo.nl/;;020 615 0799;020 615 0100;;huisartsen: dhr. p. olie.;;
Huisartsenpraktijk Liefeld;adres;Hechtelstraat;98;;;1066KM;Amsterdam;Nieuw West;https://huisartspraktijkliefeld.praktijkinfo.nl/;;020 615 1564;;;huisartsen:<br /> dhr. m.l. liefeld<br /> mw. b. oudhof;;
Huisartsenpraktijk Jan Toorop;adres;Marius Bauerstraat;233;C;;1062AK;Amsterdam;Nieuw West;http://huisartspraktijkjantoorop.praktijkinfo.nl;;020 613 4616;020 614 8321;;huisartsen:             dhr. m.r. pool             mevr. e.r.a. kuijt;;
Huisartsenpraktijk Slotervaart;adres;Marius Bauerstraat;233;C;;1062AK;Amsterdam;Nieuw West;https://huisarts-slotervaart.praktijkinfo.nl;;020 615 5926;020 615 2785;;huisartsen:<br /> dhr. j.p.h. leijer<br /> p. wolfs;;
Huisartsenpraktijk Van der Linde;adres;Derkinderenstraat;54;;;1062BJ;Amsterdam;Nieuw West;;huislind@xs4all.nl;020 615 1822;020 615 9795;;huisarts:             dhr. j. van der linde;;
Huisartsenpraktijk De Zeeuw;adres;Berlaarstraat;201;;;1066PL;Amsterdam;Nieuw West;https://www.praktijkdezeeuw.nl;;020 669 7444;020 615 8779;;huisartsen:             mevr. e.a. de zeeuw             mevr. n.j. wiersema;;
Huisartsenpraktijk Spaarndammerbuurt;adres;Spaarndammerstraat;73;H;;1013TB;Amsterdam;West;https://huisartsenspaarndammerbuurt.praktijkinfo.nl;;020 686 8908;020 686 8610;;huisartsen:<br /> mevr. m. samsom<br /> dhr. n.t.h. lauriks<br /> mevr. m.t.s.e. van rooijen<br /> m. kerstens;;
Huisartsenpraktijk Parkplantsoen;adres;Knollendamstraat;13;H;;1013TL;Amsterdam;West;http://www.hap-parkplantsoen.nl/;;020 686 5486;;;huisartsen:<br /> w. gangadin<br /> b. bakaja;;
Huisartsenpraktijk Stiekema;adres;Nassaukade;37;;;1052CL;Amsterdam;West;https://www.huisartsstiekema.nl/;stiekema.doc@gmail.com;020 684 0823;020 681 0361;;dhr. e.b.j.m. stiekema (homeopatisch huisarts)  mevr. m. teeuwen<br /> mevr. c. van drie;;
Huisartsenpraktijk Douwe de Vries;adres;Van Limburg Stirumstraat;20;A;;1051BB;Amsterdam;West;;dokterdouwedevries@gmail.com;020 684 0133;020 475 0645;;huisarts:<br /> dhr. d. de vries<br /> mevr. m. schneider-spek;;
Huisartsenpraktijk Zipper;adres;Nassaukade;69;;hs;1052CR;Amsterdam;West;https://huisartszipper.uwartsonline.nl;;020 684 3741;;;huisartsen:<br /> dhr. e.r.f. zipper<br /> mevr. m. van urk;;
Gezondheidscentrum Pampuslaan;adres;Pampuslaan;30;;;1087LA;Amsterdam;Oost;http://www.gzc-pampuslaan.nl;info-pampuslaan@sag-amsterdam.nl;020 398 7330;;;"een gezondheidscentrum biedt ge&iuml;ntegreerde eerstelijnszorg; verschillende zorgaanbieders zijn in &eacute;&eacute;n gebouw gevestigd en werken samen.<br /> zorgaanbod:<br /> huisartsen<br /> apoth";;
Huisartsenpraktijk Swart en Pennings;adres;Insulindeweg;892;;;1095DT;Amsterdam;Oost;https://swartpennings.praktijkinfo.nl/;;020 665 5455;020 694 0517;;huisartsen:<br /> mevr. p. swart<br /> mevr. n. pennings<br /> mevr. e. tolan;;
Huisartsenpraktijk Jiawan;adres;Insulindeweg;52;;;1094PM;Amsterdam;Oost;http://www.huisartspraktijkjiawan.nl;info@huisartsjiawan.nl;020 665 1179;020 692 2110;;;;
Huisartsenpraktijk De Oostkaap;adres;Oostelijke Handelskade;140;;;1019BP;Amsterdam;Oost;;;020 419 3282;;;huisarts:             mevr. s.m. keblusek;;
Huisartsenpraktijk Zeeburg;adres;Insulindeweg;476;;;1094MH;Amsterdam;Oost;http://www.huisartsenpraktijkzeeburg.nl;;020 665 2055;;;huisartsenpraktijk zeeburg is een samenwerkingsverband tussen vier huisartspraktijken.    huisartsen:<br /> dhr. a. honig<br /> dhr. t.h. khoe<br /> mevr. e. scheeve<br /> mevr. a. reuvekamp</;;
Huisartsenpraktijk Staal;adres;Sumatrastraat;84;;;1094NJ;Amsterdam;Oost;http://www.docvadis.nl/staalsumatrapraktijk/index.html;;020 665 0006;020 665 8883;;huisarts:             dhr. m. staal;;
Huisartsenpraktijk Van Andel;adres;Amsteldijk;117;;hs;1078RR;Amsterdam;Zuid;;huisarts.vanandel@gmail.com;020 671 2730;020 672 0702;inloopspreekuur: 08.00-09.00 uur.;huisarts:             dhr. j. van andel;;
Huisartsenpraktijk Scheldestraat;adres;Scheldestraat;27;;;1078GE;Amsterdam;Zuid;http://huisartsenscheldestraat.praktijkinfo.nl;;020 646 2600;020 442 2576;;huisartsen:<br /> dhr. p.h.h. houben<br /> mevr. s. zonneveld;;
Huisartsenpraktijk Vrijheidslaan;adres;Vrijheidslaan;24;;;1078PK;Amsterdam;Zuid;http://www.huisartsenpraktijkvrijheidslaan.nl;;020 662 7967;020 675 8936;;huisartsen:<br /> mevr. r.k. van oijen<br /> mevr. h.j. bonnema<br /> dhr. g. geelings;;
Huisartsenpraktijk Soetendaal;adres;Soetendaal;13;;;1081BL;Amsterdam;Zuid;http://www.docvadis.nl/huisartsenpraktijksoetendaal/index.html;;020 642 0909;020 644 7522;;huisartsen:             dhr. a.h.c. de bruijn             dhr. j. dozy;;
Huisartsenpraktijk Van Coevorden;adres;Arent Janszoon Ernststraat;173;;;1083GT;Amsterdam;Zuid;;rubenv@ncoevorden.nl;020 644 1627;;;huisarts:             dhr. r.s. van coevorden       ook hospice-arts voor joods hospice immanuël.;;
Huisartsenpraktijk de Grote Rivieren;adres;Maasstraat;167;;;1079BG;Amsterdam;Zuid;http://www.degroterivieren.info/nl;;020 540 0188;;;huisartsen:    mevr. w.b. van duijn    mevr. p.j.m. elders    dhr. t. touber<br /> mevr. l. haeck;;
Huisartsenpraktijk Den Haan;adres;Brittenburg;1;;;1082BS;Amsterdam;Zuid;http://www.huisartsdenhaan.nl;;020 642 0222;020 646 4857;;huisarts:<br /> dhr. j.h. den haan;;
Huisartsenpraktijk Van Hasselt;adres;Neerkanne;5;;;1082BG;Amsterdam;Zuid;;praktijkhasselt@zonnet.nl;020 642 1586;020 644 0749;<ul>        <li>ma t/m za: 07.00-08.30 uur. </li>        <li>ma t/m wo en vr: 12.30-14.00 uur.</li>      </ul>;huisarts:             dhr. n.j.h. van hasselt;;
Groepspraktijk Trompenburg;adres;Trompenburgstraat;115;;;1079TV;Amsterdam;Zuid;http://www.groepspraktijktrompenburg.nl;;020 442 1202;;;huisartsen:<br /> dhr. e. sarlui<br /> dhr. w. verwiel<br /> mevr. g. kats<br /> mevr. h. van thiel;;
Huisartsenpraktijk Rivierenbuurt;adres;Waalstraat;58;;;1078BX;Amsterdam;Zuid;http://huisartsrivierenbuurt.praktijkinfo.nl;;020 662 8636;020 671 1440;;huisarts:<br /> dhr. l. verest<br /> mevr. a. achterhuis;;
